country,fifa_country,fcratings_country,group,fcratings_country_url,rank_in_country,player_name,player_url,position,club,club_url,ovr,pac,sho,pas,dri,def,phy,source_url
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,32,Adam Masina,https://www.fcratings.com/adam-masina-225410,CB,Turin,https://www.fcratings.com/clubs/turin-54,74,62,42,66,68,77,65,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,33,Imane Saoud,https://www.fcratings.com/imane-saoud-273255,RW,FC Nantes Women,https://www.fcratings.com/clubs/fc-nantes-women-116417,74,77,68,70,76,33,54,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,34,Abdelkabir Abqar,https://www.fcratings.com/abdelkabir-abqar-245628,CB,Getafe CF,https://www.fcratings.com/clubs/getafe-cf-1860,74,54,31,53,59,74,76,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,35,Imrân Louza,https://www.fcratings.com/imran-louza-242794,CM,Watford F.C.,https://www.fcratings.com/clubs/watford-fc-1795,74,60,69,74,75,65,67,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,36,Ilias Chair,https://www.fcratings.com/ilias-chair-238490,LM,Queens Park Rangers F.C.,https://www.fcratings.com/clubs/queens-park-rangers-fc-15,73,78,66,71,77,32,51,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,37,Yassine Kechta,https://www.fcratings.com/yassine-kechta-263468,CM,Le Havre AC,https://www.fcratings.com/clubs/le-havre-ac-1738,73,58,60,72,75,67,63,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,38,Ilyas Chaira,https://www.fcratings.com/ilyas-chaira-262300,LM,Real Oviedo,https://www.fcratings.com/clubs/real-oviedo-110827,73,80,69,69,73,40,63,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,39,Yanis Begraoui,https://www.fcratings.com/yanis-begraoui-243169,ST,G.D. Estoril Praia,https://www.fcratings.com/clubs/gd-estoril-praia-10020,73,75,72,63,75,32,65,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,40,Bilal Nadir,https://www.fcratings.com/bilal-nadir-263602,CM,Olympique de Marseille,https://www.fcratings.com/clubs/olympique-de-marseille-219,73,56,64,69,74,61,66,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,41,Mohamed Ihattaren,https://www.fcratings.com/mohamed-ihattaren-246960,CAM,,,73,57,69,75,76,41,69,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,42,Samir El Mourabet,https://www.fcratings.com/samir-el-mourabet-279702,CM,RC Strasbourg Alsace,https://www.fcratings.com/clubs/rc-strasbourg-alsace-76,73,60,63,66,73,69,65,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,43,Abdelhamid Sabiri,https://www.fcratings.com/abdelhamid-sabiri-237499,CAM,ACF Fiorentina,https://www.fcratings.com/clubs/acf-fiorentina-110374,72,59,71,71,75,59,74,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,44,Maroan Sannadi,https://www.fcratings.com/maroan-sannadi-76945,ST,Athletic club,https://www.fcratings.com/clubs/athletic-club-448,72,69,71,58,67,33,81,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,45,Youssef El Arabi,https://www.fcratings.com/youssef-el-arabi-194209,ST,FC Nantes,https://www.fcratings.com/clubs/fc-nantes-71,72,53,76,65,70,36,64,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,46,Walid Cheddira,https://www.fcratings.com/walid-cheddira-268511,ST,US Lecce,https://www.fcratings.com/clubs/us-lecce-347,72,79,72,64,67,41,75,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,47,Marwane Saadane,https://www.fcratings.com/marwane-saadane-235890,CB,Al Fateh SC,https://www.fcratings.com/clubs/al-fateh-sc-112390,72,54,52,63,62,70,85,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,48,Sarah Kassi,https://www.fcratings.com/sarah-kassi-264961,CDM,Le Havre AC Women,https://www.fcratings.com/clubs/le-havre-ac-women-116416,72,35,58,66,70,70,67,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,49,Chadi Riad,https://www.fcratings.com/chadi-riad-258490,CB,Crystal Palace F.C.,https://www.fcratings.com/clubs/crystal-palace-fc-1799,72,60,32,61,61,71,72,https://www.fcratings.com/nations/morocco-129
Morocco,Morocco,Morocco,C,https://www.fcratings.com/nations/morocco-129,50,Couhaib Driouech,https://www.fcratings.com/couhaib-driouech-258753,LW,,,72,92,65,61,75,26,65,https://www.fcratings.com/nations/morocco-129
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,1,Scott McTominay,https://www.fcratings.com/scott-mctominay-237238,CM,SSC Napoli,https://www.fcratings.com/clubs/ssc-napoli-48,86,76,83,78,83,80,85,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,2,Erin Cuthbert,https://www.fcratings.com/erin-cuthbert-245882,CDM,Chelsea F.C. Women,https://www.fcratings.com/clubs/chelsea-fc-women-116010,85,79,80,84,83,80,73,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,3,Kim Little,https://www.fcratings.com/kim-little-245872,CDM,Arsenal W.F.C.,https://www.fcratings.com/clubs/arsenal-wfc-116009,85,76,75,85,88,78,70,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,4,Caroline Weir,https://www.fcratings.com/caroline-weir-245879,CAM,Real Madrid Femenino,https://www.fcratings.com/clubs/real-madrid-femenino-116326,85,72,83,84,84,69,69,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,5,Andrew Robertson,https://www.fcratings.com/andrew-robertson-216267,LB,Liverpool,https://www.fcratings.com/clubs/liverpool-9,81,74,61,79,77,78,74,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,6,John McGinn,https://www.fcratings.com/john-mcginn-210881,LM,Aston Villa F.C.,https://www.fcratings.com/clubs/aston-villa-fc-2,81,69,77,78,80,77,83,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,7,Callum McGregor,https://www.fcratings.com/callum-mcgregor-211093,CDM,Celtic F.C.,https://www.fcratings.com/clubs/celtic-fc-78,79,75,76,78,80,72,78,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,8,Ryan Christie,https://www.fcratings.com/ryan-christie-213884,CDM,AFC Bournemouth,https://www.fcratings.com/clubs/afc-bournemouth-1943,78,69,70,76,77,73,76,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,9,Lewis Ferguson,https://www.fcratings.com/lewis-ferguson-242280,CM,Bologna FC 1909,https://www.fcratings.com/clubs/bologna-fc-1909-189,78,72,78,75,77,73,76,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,10,Kirsty Hanson,https://www.fcratings.com/kirsty-hanson-265274,LM,Aston Villa W.F.C.,https://www.fcratings.com/clubs/aston-villa-wfc-116015,78,81,74,77,77,57,72,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,11,Claire Emslie,https://www.fcratings.com/claire-emslie-243403,RM,Angel City FC,https://www.fcratings.com/clubs/angel-city-fc-116311,78,75,72,79,76,45,68,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,12,Ché Adams,https://www.fcratings.com/che-adams-226093,ST,Turin,https://www.fcratings.com/clubs/turin-54,78,82,80,64,78,43,72,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,13,Ryan Gauld,https://www.fcratings.com/ryan-gauld-208919,LW,Vancouver Whitecaps FC,https://www.fcratings.com/clubs/vancouver-whitecaps-fc-101112,77,81,67,77,80,51,54,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,14,Kieran Tierney,https://www.fcratings.com/kieran-tierney-226491,LB,Celtic F.C.,https://www.fcratings.com/clubs/celtic-fc-78,77,76,60,75,76,75,73,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,15,Martha Thomas,https://www.fcratings.com/martha-thomas-265277,ST,Tottenham Hotspur F.C. Women,https://www.fcratings.com/clubs/tottenham-hotspur-fc-women-116011,77,77,78,61,77,39,72,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,16,Lawrence Shankland,https://www.fcratings.com/lawrence-shankland-216218,ST,Heart of Midlothian F.C.,https://www.fcratings.com/clubs/heart-of-midlothian-fc-80,76,63,77,68,75,28,80,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,17,Lisa Evans,https://www.fcratings.com/lisa-evans-265305,RB,Glasgow City F.C.,https://www.fcratings.com/clubs/glasgow-city-fc-131363,75,77,69,74,77,71,58,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,18,Rachel McLauchlan,https://www.fcratings.com/rachel-mclauchlan-266393,RB,Brighton & Hove Albion W.F.C.,https://www.fcratings.com/clubs/brighton-hove-albion-wfc-116013,75,75,53,69,69,72,74,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,19,Lee Gibson,https://www.fcratings.com/lee-gibson-245871,GK,Glasgow City F.C.,https://www.fcratings.com/clubs/glasgow-city-fc-131363,75,76,71,73,77,32,76,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,20,Scott McKenna,https://www.fcratings.com/scott-mckenna-225974,CB,GNK Dinamo Zagreb,https://www.fcratings.com/clubs/gnk-dinamo-zagreb-211,75,60,32,51,56,76,80,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,21,Aaron Hickey,https://www.fcratings.com/aaron-hickey-248808,RB,Brentford F.C.,https://www.fcratings.com/clubs/brentford-fc-1925,75,71,56,70,74,74,64,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,22,Billy Gilmour,https://www.fcratings.com/billy-gilmour-245992,CM,SSC Napoli,https://www.fcratings.com/clubs/ssc-napoli-48,75,60,59,76,77,71,59,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,23,Jordan Holsgrove,https://www.fcratings.com/jordan-holsgrove-237871,CM,G.D. Estoril Praia,https://www.fcratings.com/clubs/gd-estoril-praia-10020,75,71,65,74,75,66,72,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,24,Craig Halkett,https://www.fcratings.com/craig-halkett-222045,CB,Heart of Midlothian F.C.,https://www.fcratings.com/clubs/heart-of-midlothian-fc-80,75,54,51,60,62,75,78,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,25,Tom Cairney,https://www.fcratings.com/tom-cairney-195202,CM,Fulham,https://www.fcratings.com/clubs/fulham-144,74,48,71,76,73,66,62,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,26,Oli McBurnie,https://www.fcratings.com/oli-mcburnie-220031,ST,Hull City A.F.C.,https://www.fcratings.com/clubs/hull-city-afc-1952,74,61,74,64,71,36,84,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,27,John Souttar,https://www.fcratings.com/john-souttar-212516,CB,Rangers F.C.,https://www.fcratings.com/clubs/rangers-fc-86,74,73,48,64,72,73,77,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,28,Stuart Findlay,https://www.fcratings.com/stuart-findlay-227945,CB,Heart of Midlothian F.C.,https://www.fcratings.com/clubs/heart-of-midlothian-fc-80,74,59,41,58,52,75,78,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,29,Greg Taylor,https://www.fcratings.com/greg-taylor-226508,LB,PAOK FC,https://www.fcratings.com/clubs/paok-fc-393,73,71,55,71,72,70,72,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,30,Luke McCowan,https://www.fcratings.com/luke-mccowan-262525,CM,Celtic F.C.,https://www.fcratings.com/clubs/celtic-fc-78,73,75,74,72,74,64,67,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,31,Josh Doig,https://www.fcratings.com/josh-doig-255561,LB,US Sassuolo Calcio,https://www.fcratings.com/clubs/us-sassuolo-calcio-111974,73,79,63,66,70,67,71,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,32,Oliver Burke,https://www.fcratings.com/oliver-burke-225632,ST,1. FC Union Berlin,https://www.fcratings.com/clubs/1-fc-union-berlin-1831,73,93,70,64,67,41,74,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,33,Barry Bannan,https://www.fcratings.com/barry-bannan-183540,CM,Millwall F.C.,https://www.fcratings.com/clubs/millwall-fc-97,73,57,63,75,75,60,61,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,34,Kenny McLean,https://www.fcratings.com/kenny-mclean-201368,CDM,Norwich City F.C.,https://www.fcratings.com/clubs/norwich-city-fc-1792,73,61,67,69,71,67,75,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,35,Harry Milne,https://www.fcratings.com/harry-milne-77043,LB,Heart of Midlothian F.C.,https://www.fcratings.com/clubs/heart-of-midlothian-fc-80,73,84,27,68,71,67,72,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,36,Jack Hendry,https://www.fcratings.com/jack-hendry-225316,CB,Al-Ettifaq Club,https://www.fcratings.com/clubs/al-ettifaq-club-112096,72,75,56,65,65,67,82,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,37,Lewis Morgan,https://www.fcratings.com/lewis-morgan-221908,ST,San Diego FC,https://www.fcratings.com/clubs/san-diego-fc-131439,72,79,74,70,74,55,65,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,38,Hayley Lauder,https://www.fcratings.com/hayley-lauder-245891,CM,Glasgow City F.C.,https://www.fcratings.com/clubs/glasgow-city-fc-131363,72,71,65,72,72,68,65,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,39,Connor Barron,https://www.fcratings.com/connor-barron-253970,CDM,Rangers F.C.,https://www.fcratings.com/clubs/rangers-fc-86,72,70,61,72,69,66,75,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,40,Samantha Kerr,https://www.fcratings.com/samantha-kerr-268488,CDM,Liverpool F.C. Women,https://www.fcratings.com/clubs/liverpool-fc-women-116343,72,65,69,68,75,67,65,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,41,Lucy Hope,https://www.fcratings.com/lucy-hope-246968,RB,Everton F.C. Women,https://www.fcratings.com/clubs/everton-fc-women-116016,72,61,62,69,72,71,72,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,42,Angus Gunn,https://www.fcratings.com/angus-gunn-216325,GK,Nottingham Forest F.C.,https://www.fcratings.com/clubs/nottingham-forest-fc-14,72,73,71,70,74,48,70,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,43,Sandy MacIver,https://www.fcratings.com/sandy-maciver-258979,GK,Washington Spirit,https://www.fcratings.com/clubs/washington-spirit-116304,72,70,72,73,72,35,75,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,44,Eartha Cumings,https://www.fcratings.com/eartha-cumings-266451,GK,Manchester City W.F.C.,https://www.fcratings.com/clubs/manchester-city-wfc-116017,72,71,69,69,72,41,73,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,45,James Forrest,https://www.fcratings.com/james-forrest-200630,RW,Celtic F.C.,https://www.fcratings.com/clubs/celtic-fc-78,72,77,69,69,73,49,53,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,46,George Hirst,https://www.fcratings.com/george-hirst-233602,ST,Ipswich Town F.C.,https://www.fcratings.com/clubs/ipswich-town-fc-94,72,73,71,55,66,43,74,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,47,Abigail Harrison,https://www.fcratings.com/abigail-harrison-247415,ST,Glasgow City F.C.,https://www.fcratings.com/clubs/glasgow-city-fc-131363,72,74,76,61,71,24,65,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,48,Andy Irving,https://www.fcratings.com/andy-irving-242271,CM,AC Sparta Prague,https://www.fcratings.com/clubs/ac-sparta-prague-267,72,57,67,73,72,65,73,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,49,Nathan Patterson,https://www.fcratings.com/nathan-patterson-257896,RB,Everton F.C.,https://www.fcratings.com/clubs/everton-fc-7,71,71,46,63,70,70,68,https://www.fcratings.com/nations/scotland-42
Scotland,Scotland,Scotland,C,https://www.fcratings.com/nations/scotland-42,50,Ryan Porteous,https://www.fcratings.com/ryan-porteous-240439,CB,Los Angeles FC,https://www.fcratings.com/clubs/los-angeles-fc-112996,71,65,42,63,60,69,80,https://www.fcratings.com/nations/scotland-42
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,1,Sam Kerr,https://www.fcratings.com/sam-kerr-227125,ST,Chelsea F.C. Women,https://www.fcratings.com/clubs/chelsea-fc-women-116010,87,80,87,74,89,42,83,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,2,Caitlin Foord,https://www.fcratings.com/caitlin-foord-227110,LM,Arsenal W.F.C.,https://www.fcratings.com/clubs/arsenal-wfc-116009,85,87,77,81,82,45,70,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,3,Steph Catley,https://www.fcratings.com/steph-catley-227119,CB,Arsenal W.F.C.,https://www.fcratings.com/clubs/arsenal-wfc-116009,84,81,66,80,80,84,83,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,4,Ellie Carpenter,https://www.fcratings.com/ellie-carpenter-240030,RB,Chelsea F.C. Women,https://www.fcratings.com/clubs/chelsea-fc-women-116010,84,82,51,79,77,82,79,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,5,Katrina Gorry,https://www.fcratings.com/katrina-gorry-227115,CM,West Ham United F.C. Women,https://www.fcratings.com/clubs/west-ham-united-fc-women-116014,79,75,74,78,80,68,70,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,6,Mackenzie Arnold,https://www.fcratings.com/mackenzie-arnold-227925,GK,Portland Thorns FC,https://www.fcratings.com/clubs/portland-thorns-fc-116302,79,78,73,77,81,51,78,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,7,Mary Fowler,https://www.fcratings.com/mary-fowler-248799,RW,Manchester City W.F.C.,https://www.fcratings.com/clubs/manchester-city-wfc-116017,79,80,77,73,81,47,62,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,8,Alanna Kennedy,https://www.fcratings.com/alanna-kennedy-227109,CDM,London City Lionesses,https://www.fcratings.com/clubs/london-city-lionesses-132176,79,44,46,70,64,79,75,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,9,Clare Hunt,https://www.fcratings.com/clare-hunt-274644,CB,Tottenham Hotspur F.C. Women,https://www.fcratings.com/clubs/tottenham-hotspur-fc-women-116011,78,63,45,61,63,79,74,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,10,Kyra Cooney-Cross,https://www.fcratings.com/kyra-cooney-cross-262866,CDM,Arsenal W.F.C.,https://www.fcratings.com/clubs/arsenal-wfc-116009,77,75,75,77,76,70,71,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,11,Hayley Raso,https://www.fcratings.com/hayley-raso-227137,RM,Eintracht Frankfurt Women,https://www.fcratings.com/clubs/eintracht-frankfurt-women-115997,76,90,70,67,80,34,60,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,12,Jackson Irvine,https://www.fcratings.com/jackson-irvine-211378,CM,FC St. Pauli,https://www.fcratings.com/clubs/fc-st-pauli-110329,74,66,68,71,70,72,80,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,13,Sharn Freier,https://www.fcratings.com/sharn-freier-79446,LW,VfL Wolfsburg Women,https://www.fcratings.com/clubs/vfl-wolfsburg-women-115998,74,83,68,70,76,35,59,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,14,Cortnee Vine,https://www.fcratings.com/cortnee-vine-266240,LW,North Carolina Courage,https://www.fcratings.com/clubs/north-carolina-courage-116303,74,79,67,66,76,33,45,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,15,Cameron Devlin,https://www.fcratings.com/cameron-devlin-246006,CDM,Heart of Midlothian F.C.,https://www.fcratings.com/clubs/heart-of-midlothian-fc-80,74,68,53,65,73,70,72,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,16,Jordan Bos,https://www.fcratings.com/jordan-bos-260521,LB,,,74,87,65,68,73,67,79,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,17,Teagan Micah,https://www.fcratings.com/teagan-micah-248751,GK,OL Lyonnes,https://www.fcratings.com/clubs/ol-lyonnes-116033,73,71,72,76,73,30,73,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,18,Cameron Burgess,https://www.fcratings.com/cameron-burgess-216744,CB,Swansea City A.F.C.,https://www.fcratings.com/clubs/swansea-city-afc-1960,73,48,37,57,54,73,80,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,19,Harry Souttar,https://www.fcratings.com/harry-souttar-229901,CB,Leicester City F.C.,https://www.fcratings.com/clubs/leicester-city-fc-95,72,46,28,51,54,72,75,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,20,Riley McGree,https://www.fcratings.com/riley-mcgree-233487,LM,Middlesbrough F.C.,https://www.fcratings.com/clubs/middlesbrough-fc-12,72,78,67,69,73,63,73,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,21,Massimo Luongo,https://www.fcratings.com/massimo-luongo-205347,CDM,Millwall F.C.,https://www.fcratings.com/clubs/millwall-fc-97,72,52,65,67,69,70,71,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,22,Alessandro Circati,https://www.fcratings.com/alessandro-circati-268913,CB,Parma Calcio 1913,https://www.fcratings.com/clubs/parma-calcio-1913-50,72,59,35,53,49,72,77,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,23,Paul Izzo,https://www.fcratings.com/paul-izzo-204424,GK,Randers FC,https://www.fcratings.com/clubs/randers-fc-1786,72,73,70,69,73,55,71,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,24,Martin Boyle,https://www.fcratings.com/martin-boyle-211221,ST,Hibernian F.C.,https://www.fcratings.com/clubs/hibernian-fc-81,71,88,73,65,74,42,58,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,25,Clare Wheeler,https://www.fcratings.com/clare-wheeler-264831,CM,Everton F.C. Women,https://www.fcratings.com/clubs/everton-fc-women-116016,71,62,61,68,69,69,64,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,26,Jamie Maclaren,https://www.fcratings.com/jamie-maclaren-212232,ST,Mohun Bagan Super Giant,https://www.fcratings.com/clubs/mohun-bagan-super-giant-113146,71,77,70,61,69,35,70,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,27,Craig Goodwin,https://www.fcratings.com/craig-goodwin-209888,LM,,,70,79,70,68,69,55,72,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,28,Alex Grant,https://www.fcratings.com/alex-grant-209210,CB,,,70,53,46,53,56,69,83,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,29,Kye Rowles,https://www.fcratings.com/kye-rowles-233931,CB,D.C. United,https://www.fcratings.com/clubs/dc-united-688,70,64,24,46,47,71,75,https://www.fcratings.com/nations/australia-195
Australia,Australia,Australia,D,https://www.fcratings.com/nations/australia-195,30,Mathew Leckie,https://www.fcratings.com/mathew-leckie-195033,CM,,,70,77,68,68,73,63,76,https://www.fcratings.com/nations/australia-195
