fifa_version,fifa_update_date,nationality_name,short_name,long_name,player_positions,nation_position,overall,potential,value_eur,age
20,2019-08-20,Finland,J. Toivio,Joona Marko Aleksi Toivio,CB,LCB,66,66,475000.0,31
20,2019-08-20,Wales,C. Gunter,Christopher Ross Gunter,"RB, LB",RB,66,66,525000.0,29
20,2019-08-20,Bulgaria,N. Mihaylov,Nikolay Mihaylov,GK,GK,66,66,,31
20,2019-08-20,Australia,A. Redmayne,Andrew James Redmayne,GK,SUB,66,66,425000.0,30
20,2019-08-20,Venezuela,R. Feltscher,Rolf Günther Feltscher Martínez,"RB, LB",SUB,66,66,550000.0,28
20,2019-08-20,Canada,D. Wotherspoon,David Wotherspoon,"LM, RM, CM",SUB,66,66,625000.0,29
20,2019-08-20,Bolivia,G. Valverde,Juan Gabriel Valverde Rivera,CB,SUB,66,66,,29
20,2019-08-20,Egypt,M. Mohsen,Marwan Mohsen,ST,ST,66,66,,30
20,2019-08-20,China PR,Ji Xiang,吉翔,RB,SUB,66,66,525000.0,29
20,2019-08-20,China PR,He Guan,贺惯,CB,LCB,66,70,725000.0,26
20,2019-08-20,Egypt,M. El-Shenawy,Mohamed El Sayed Mohamed El Shenawy Gomaa,GK,GK,66,67,,30
20,2019-08-20,Peru,C. Gonzáles,Christofer Gonzáles Crespo,"CM, LM",SUB,66,67,,26
20,2019-08-20,Slovenia,D. Črnigoj,Domen Črnigoj,"LM, RM",LM,66,75,1000000.0,23
20,2019-08-20,Iceland,A. Sigurðarson,Aron Sigurðarson,"LM, RW, LW",SUB,66,69,,25
20,2019-08-20,Bulgaria,K. Malinov,Kristiyan Malinov,"CDM, CM",SUB,66,71,,25
20,2019-08-20,Poland,A. Reca,Arkadiusz Reca,"LB, LM",SUB,66,73,800000.0,24
20,2019-08-20,Paraguay,I. Torres,Iván Arturo Torres Riveros,"LM, LB",SUB,66,66,,28
20,2019-08-20,South Africa,I. Maela,Innocent Maela,"LB, LWB",SUB,66,67,650000.0,26
20,2019-08-20,Wales,R. Matondo,Rabbi Matondo,"RM, LM",SUB,66,85,1300000.0,18
20,2019-08-20,Egypt,M. Hamdy,Mohamed Hamdy Sharaf,CB,SUB,66,71,,24
20,2019-08-20,Northern Ireland,G. Whyte,Gavin Whyte,RM,SUB,66,73,900000.0,23
20,2019-08-20,Ecuador,J. Doriado,Jhonathan Doriado,GK,SUB,66,67,,29
20,2019-08-20,Bulgaria,G. Sarmov,Georgi Sarmov,"CM, CDM",SUB,65,65,325000.0,33
20,2019-08-20,China PR,Yang Xu,杨旭,ST,SUB,65,65,425000.0,32
20,2019-08-20,Canada,J. Leutwiler,Jayson Leutwiler,GK,SUB,65,65,375000.0,30
20,2019-08-20,China PR,Wang Gang,王刚,"RB, RM",RB,65,65,425000.0,30
20,2019-08-20,Bolivia,S. Galindo,Samuel Galindo Suheiro,"CAM, CM",LCM,65,66,,27
20,2019-08-20,China PR,Xie Pengfei,谢鹏飞,"LM, RM",RW,65,65,575000.0,26
20,2019-08-20,Australia,A. Gersbach,Alexander Joseph Gersbach,LB,SUB,65,75,775000.0,22
20,2019-08-20,Bolivia,R. Castro,Raúl Castro Peñaloza,"CDM, CM",RCM,65,65,,29
20,2019-08-20,Slovenia,N. Vidmar,Nejc Vidmar,GK,SUB,65,65,,30
20,2019-08-20,Bolivia,L. Vaca,Leonardo Vaca Gutiérrez,"ST, RW",LM,65,73,,23
20,2019-08-20,China PR,Gao Zhunyi,高准翼,"CB, RB, LB",SUB,65,74,750000.0,23
20,2019-08-20,Bulgaria,A. Nedyalkov,Anton Nedyalkov,LB,RCB,65,68,,26
20,2019-08-20,Bulgaria,G. Kostadinov,Georgi Kostadinov,CDM,CDM,65,65,,28
20,2019-08-20,South Africa,B. Bvuma,Bruce Bvuma,GK,SUB,65,70,550000.0,24
20,2019-08-20,Finland,R. Taylor,Robert Thomas Taylor,"RM, RWB, ST",SUB,65,71,750000.0,24
20,2019-08-20,Bolivia,L. Justiniano,Leonel Justiniano Arauz,CDM,CDM,65,68,,26
20,2019-08-20,Canada,D. Cornelius,Derek Cornelius,"CB, LB",LCB,65,72,675000.0,21
20,2019-08-20,Paraguay,R. Sánchez,Richard Rafael Sánchez Guerrero,CM,RCM,65,72,,23
20,2019-08-20,Venezuela,J. Graterol,Joel David Graterol Nader,GK,SUB,65,72,,22
20,2019-08-20,Egypt,B. El Mohamady,Baher Morsy El Mohamady,"CB, RB, RM",SUB,65,72,,22
20,2019-08-20,Bolivia,G. Álvarez,Gilbert Álvarez Vargas,ST,ST,64,65,,27
20,2019-08-20,Bulgaria,G. Ivanov,Galin Ivanov,"CAM, LM, RM",LM,64,64,,31
20,2019-08-20,New Zealand,A. Rufer,Alex Arthur Rufer,CM,RCM,64,68,575000.0,23
20,2019-08-20,Finland,S. Skrabb,Simon Ivar Alexander Skrabb,"LWB, ST, CF",SUB,64,71,575000.0,24
20,2019-08-20,Iceland,I. Jónsson,Ingvar Jónsson,GK,SUB,64,65,,29
20,2019-08-20,Republic of Ireland,M. Travers,Mark Travers,GK,SUB,64,78,850000.0,20
20,2019-08-20,Finland,J. Pirinen,Juha Pirinen,"LB, CB, LWB",SUB,64,65,450000.0,27
20,2019-08-20,Slovenia,M. Blažič,Miha Blažič,CB,SUB,64,68,,26
20,2019-08-20,Northern Ireland,C. Hazard,Conor William Hazard,GK,SUB,64,72,500000.0,21
20,2019-08-20,Canada,L. Fraser,Liam Fraser,"CDM, CM",SUB,64,77,800000.0,21
20,2019-08-20,Canada,Z. Brault-Guillard,Zachary Brault-Guillard,"RB, RWB",RB,64,75,700000.0,20
20,2019-08-20,Finland,R. Karjalainen,Rasmus Joonatan Karjalainen,"ST, RM",SUB,64,72,675000.0,23
20,2019-08-20,Bolivia,S. Torres,Saúl Torres Rojas,RB,SUB,64,64,,29
20,2019-08-20,India,G. Chatterjee,Gajodara Chatterjee,GK,GK,64,64,,33
20,2019-08-20,Cameroon,J. Dawa Tchakonte,Joyskim Aurélien Dawa Tchakonte,"CB, RB",SUB,64,70,,23
20,2019-08-20,Bulgaria,I. Goranov,Ivan Goranov,LB,LB,64,65,,27
20,2019-08-20,Bulgaria,G. Iliev,Georgi Iliev Rusev,"CM, CAM",SUB,63,63,,37
20,2019-08-20,New Zealand,J. Brockie,Jeremy Brockie,ST,SUB,63,63,,31
20,2019-08-20,Canada,A. Morgan,Ashtone Morgan,"LB, LWB",LB,63,63,325000.0,28
20,2019-08-20,New Zealand,S. Roux,Storm Roux,"RB, LB",SUB,63,66,400000.0,26
20,2019-08-20,Bolivia,E. Saavedra,Erwin Mario Saavedra Flores,"RB, RM",SUB,63,72,,23
20,2019-08-20,Finland,L. Väisänen,Leo Onni Artturi Väisänen,CB,SUB,63,76,,21
20,2019-08-20,Canada,M. Godinho,Marcus Valdez Pereira Godinho,"RB, RWB",SUB,63,71,475000.0,22
20,2019-08-20,Finland,A. Granlund,Eddie Albin Alexander Granlund,"LWB, CB",SUB,63,63,300000.0,29
20,2019-08-20,Bulgaria,K. Despodov,Kiril Despodov,RW,RM,63,71,550000.0,22
20,2019-08-20,Bolivia,A. Jusino,Adrián Johnny Jusino Cerruto,CB,RCB,63,66,,26
20,2019-08-20,India,P. Bhatt,Prakul Bhatt,ST,ST,63,63,,34
20,2019-08-20,India,B. Raj,Bhadrashree Raj,RB,RB,63,63,,31
20,2019-08-20,Slovenia,A. Struna,Andraž Struna,RB,SUB,62,62,,30
20,2019-08-20,Bulgaria,V. Genev,Viktor Genev,CB,SUB,62,62,,30
20,2019-08-20,New Zealand,C. Howieson,Cameron Howieson,CM,SUB,62,65,,24
20,2019-08-20,New Zealand,T. Doyle,Thomas Doyle,"CB, LB",SUB,62,64,325000.0,27
20,2019-08-20,New Zealand,T. Hudson-Wihongi,Te Atawhai Hudson-Wihongi,"CB, CDM, RB",SUB,62,67,375000.0,24
20,2019-08-20,Bulgaria,Y. Karabelyov,Yanis Karabelyov,CM,SUB,62,71,,23
20,2019-08-20,New Zealand,M. Woud,Michael Cornelis Woud,GK,SUB,62,74,450000.0,20
20,2019-08-20,Slovenia,J. Mlakar,Jan Mlakar,ST,ST,62,78,675000.0,20
20,2019-08-20,Venezuela,R. Hernández,Ronald José Hernández Pimentel,"RB, RM",LB,62,74,500000.0,21
20,2019-08-20,Canada,L. Millar,Liam Alan Millar,"ST, LW",SUB,62,78,650000.0,19
20,2019-08-20,Finland,P. Soiri,Pyry Henri Hidipo Soiri,"RW, LW",SUB,62,66,400000.0,24
20,2019-08-20,New Zealand,N. Boxall,Nikko Boxall,CB,SUB,62,64,,27
20,2019-08-20,Bolivia,C. Arano,Cristian Paul Arano Ruiz,CM,SUB,62,69,,24
20,2019-08-20,India,A. Chakraborty,Abhimoda Chakraborty,CB,LCB,62,62,,33
20,2019-08-20,India,H. Bhandari,Hantidev Bhandari,"RM, LM",RM,62,62,,30
20,2019-08-20,India,A. Swaminathan,Anvit Swaminathan,"CAM, LM",RCM,62,62,,27
20,2019-08-20,Bulgaria,K. Dimitrov,Kristian Dimitrov,CB,SUB,62,70,,22
20,2019-08-20,China PR,Zhang Lu,张鹭,GK,SUB,61,61,160000.0,31
20,2019-08-20,China PR,Feng Jing,冯劲,"RM, RW",SUB,61,62,300000.0,25
20,2019-08-20,Bulgaria,I. Isa,Ismail Isa Mustafa,ST,ST,61,61,,30
20,2019-08-20,India,D. Pillai,Devindra Pillai,"RM, RW",SUB,61,61,,31
20,2019-08-20,New Zealand,J. Gulley,Justin Gulley,"RB, CB, RWB",SUB,60,62,,26
20,2019-08-20,Côte d'Ivoire,W. Coulibaly,Wonlo Coulibaly,LB,LB,60,61,,27
20,2019-08-20,Bolivia,R. Fernández,Roberto Carlos Fernández Toro,LB,SUB,60,76,,19
20,2019-08-20,Bulgaria,M. Minchev,Martin Yankov Minchev,ST,SUB,60,75,,18
20,2019-08-20,India,A. Deshpande,Attana Deshpande,LM,LM,60,60,,38
20,2019-08-20,India,T. Atwal,Tapish Atwal,CB,RCB,60,60,,35
20,2019-08-20,India,B. Sidhu,Bismeet Sidhu,"CDM, CM",CDM,60,60,,31
20,2019-08-20,India,R. Nadkarni,Remil Nadkarni,"CAM, CF",SUB,60,60,,33
20,2019-08-20,India,A. Ginti,Adit Ginti,"LB, LM",LB,60,62,,25
20,2019-08-20,India,A. Khurana,Anuvinda Khurana,CB,SUB,60,62,,26
20,2019-08-20,Bulgaria,K. Stoyanov,Krum Stoyanov,"LB, RB",SUB,60,60,,27
20,2019-08-20,New Zealand,M. Crocombe,Maxime Teremoana Crocombe,GK,SUB,59,64,150000.0,25
20,2019-08-20,China PR,Yang Liyu,杨立瑜,"RM, ST",SUB,59,66,220000.0,22
20,2019-08-20,New Zealand,A. de Jong,Andre Ernest De Jong,"CF, CAM, ST",SUB,59,66,,22
20,2019-08-20,Bolivia,J. Rojas,Javier Rojas Iguaro,GK,SUB,59,68,,23
20,2019-08-20,India,D. Sundaram,Diasha Sundaram,CB,SUB,59,59,,30
20,2019-08-20,India,V. Boral,Vihaan Boral,GK,SUB,59,60,,29
20,2019-08-20,India,R. Jayaraman,Randhir Jayaraman,ST,SUB,59,59,,34
20,2019-08-20,India,D. Bajwa,Dinkerrai Bajwa,"CDM, CB",SUB,59,59,,38
20,2019-08-20,Bulgaria,T. Chunchukov,Tsvetelin Lukov Chunchukov,ST,SUB,59,65,,24
20,2019-08-20,New Zealand,C. Lewis,Clayton Rhys Lewis,"CM, CAM, LM",SUB,58,66,180000.0,22
20,2019-08-20,India,T. Agarwal,Taranjot Agarwal,"LM, LB",SUB,58,58,,33
20,2019-08-20,India,P. Nagarajan,Palkesh Nagarajan,GK,SUB,58,60,,29
20,2019-08-20,India,A. Varkay,Amanpreet Varkay,LB,SUB,58,58,,33
20,2019-08-20,India,C. Palan,Chapal Palan,CM,LCM,58,58,,28
20,2019-08-20,India,O. Patla,Omesh Patla,CAM,SUB,58,61,,26
20,2019-08-20,Bulgaria,H. Ivanov,Hristo Ivanov,GK,SUB,58,58,,37
20,2019-08-20,India,D. Singhal,Dhwanil Singhal,CDM,SUB,57,57,,34
20,2019-08-20,Côte d'Ivoire,E. Ira Tape,Eliezer Ira Tape,GK,SUB,57,66,,21
20,2019-08-20,China PR,Wang Ziming,王子铭,ST,SUB,56,65,140000.0,22
20,2019-08-20,China PR,Zhu Chenjie,朱辰杰,CB,SUB,53,59,70000.0,18
19,2018-07-19,Portugal,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,"ST, LW",LS,94,94,77000000.0,33
19,2018-07-19,Argentina,L. Messi,Lionel Andrés Messi Cuccittini,"CF, ST, RW",CF,94,94,110500000.0,31
19,2018-07-19,Spain,Sergio Ramos,Sergio Ramos García,CB,LCB,91,91,51000000.0,32
19,2018-07-19,Uruguay,L. Suárez,Luis Alberto Suárez Díaz,ST,LS,91,91,80000000.0,31
19,2018-07-19,Belgium,E. Hazard,Eden Michael Hazard,"LW, CF",LF,91,91,93000000.0,27
19,2018-07-19,Belgium,K. De Bruyne,Kevin De Bruyne,"CAM, CM",RCM,91,92,102000000.0,27
19,2018-07-19,Spain,De Gea,David De Gea Quintana,GK,GK,91,93,72000000.0,27
19,2018-07-19,Germany,M. Neuer,Manuel Peter Neuer,GK,GK,90,90,44000000.0,32
19,2018-07-19,Uruguay,D. Godín,Diego Roberto Godín Leal,CB,LCB,90,90,44000000.0,32
19,2018-07-19,Germany,T. Kroos,Toni Kroos,"CM, CDM",LDM,90,90,76500000.0,28
19,2018-07-19,Poland,R. Lewandowski,Robert Lewandowski,ST,LS,90,90,77000000.0,29
19,2018-07-19,Belgium,T. Courtois,Thibaut Nicolas Marc Courtois,GK,GK,90,91,62000000.0,26
19,2018-07-19,Slovenia,J. Oblak,Jan Oblak,GK,SUB,90,93,68000000.0,25
19,2018-07-19,Italy,G. Chiellini,Giorgio Chiellini,CB,SUB,89,89,27000000.0,33
19,2018-07-19,Argentina,S. Agüero,Sergio Leonel Agüero del Castillo,ST,SUB,89,89,64500000.0,30
19,2018-07-19,Spain,David Silva,David Josué Jiménez Silva,"CAM, CM",CAM,89,89,51500000.0,32
19,2018-07-19,Germany,M. Hummels,Mats Hummels,CB,LCB,89,89,51500000.0,29
19,2018-07-19,Uruguay,E. Cavani,Edinson Roberto Cavani Gómez,ST,RS,89,89,60000000.0,31
19,2018-07-19,Germany,M. ter Stegen,Marc-André ter Stegen,GK,SUB,89,92,58000000.0,26
19,2018-07-19,France,A. Griezmann,Antoine Griezmann,ST,CAM,89,90,78000000.0,27
19,2018-07-19,Spain,Isco,Francisco Román Alarcón Suárez,"CAM, CM, LW",LW,89,92,83000000.0,26
19,2018-07-19,England,H. Kane,Harry Kane,ST,LS,89,92,86000000.0,24
19,2018-07-19,Argentina,P. Dybala,Paulo Bruno Exequiel Dybala,"CAM, ST, CF",SUB,89,94,89000000.0,24
19,2018-07-19,France,N. Kanté,N'Golo Kanté,"CDM, CM",LDM,89,90,63000000.0,27
19,2018-07-19,Argentina,G. Higuaín,Gonzalo Gerardo Higuaín,ST,SUB,88,88,57000000.0,30
19,2018-07-19,France,H. Lloris,Hugo Lloris,GK,GK,88,88,36000000.0,31
19,2018-07-19,Wales,G. Bale,Gareth Frank Bale,"RW, ST",RS,88,88,60000000.0,28
19,2018-07-19,Spain,Sergio Busquets,Sergio Busquets i Burgos,"CDM, CM",LCM,88,88,46000000.0,29
19,2018-07-19,Denmark,C. Eriksen,Christian Dannemann Eriksen,"CAM, RM, CM",CAM,88,91,73500000.0,26
19,2018-07-19,France,P. Pogba,Paul Pogba,"CM, CDM",RDM,88,91,73000000.0,25
19,2018-07-19,Italy,L. Insigne,Lorenzo Insigne,LW,LW,88,88,62000000.0,27
19,2018-07-19,Colombia,J. Rodríguez,James David Rodríguez Rubio,"CAM, CM, RM",LM,88,89,69500000.0,26
19,2018-07-19,Egypt,M. Salah,Mohamed Salah Ghaly,RW,RM,88,89,69500000.0,26
19,2018-07-19,Spain,Piqué,Gerard Piqué Bernabéu,CB,RCB,87,87,34000000.0,31
19,2018-07-19,Belgium,J. Vertonghen,Jan Bert Lieve Vertonghen,CB,LCB,87,87,34000000.0,31
19,2018-07-19,Belgium,D. Mertens,Dries Mertens,"CF, ST",RF,87,87,45000000.0,31
19,2018-07-19,Chile,A. Sánchez,Alexis Alejandro Sánchez Sánchez,"LW, LM, ST, CAM",LW,87,87,49500000.0,29
19,2018-07-19,Spain,Jordi Alba,Jordi Alba Ramos,LB,LB,87,87,38000000.0,29
19,2018-07-19,Italy,C. Immobile,Ciro Immobile,ST,SUB,87,87,52000000.0,28
19,2018-07-19,Belgium,R. Lukaku,Romelu Lukaku Menama,ST,ST,87,89,62500000.0,25
19,2018-07-19,France,S. Umtiti,Samuel Yves Umtiti,CB,LCB,87,92,57000000.0,24
19,2018-07-19,France,K. Mbappé,Kylian Mbappé Lottin,"RW, ST",RM,87,94,68500000.0,19
19,2018-07-19,Germany,J. Boateng,Jérôme Boateng,CB,RCB,86,86,34500000.0,29
19,2018-07-19,Italy,L. Bonucci,Leonardo Bonucci,CB,LCB,86,86,30000000.0,31
19,2018-07-19,Spain,Azpilicueta,César Azpilicueta Tanco,CB,SUB,86,87,40500000.0,28
19,2018-07-19,Spain,Thiago,Thiago Alcântara do Nascimento,"CM, CAM, CDM",SUB,86,86,45500000.0,27
19,2018-07-19,Germany,T. Müller,Thomas Müller,"CF, RW, CAM, ST",RM,86,86,46000000.0,28
19,2018-07-19,Argentina,N. Otamendi,Nicolás Hernán Gonzalo Otamendi,CB,RCB,86,86,33000000.0,30
19,2018-07-19,Italy,M. Verratti,Marco Verratti,"CM, CDM",SUB,86,89,55000000.0,25
19,2018-07-19,France,R. Varane,Raphaël Varane,CB,RCB,86,92,51500000.0,25
19,2018-07-19,Germany,L. Sané,Leroy Aziz Sané,"LW, RW",SUB,86,93,62500000.0,22
19,2018-07-19,Portugal,Pepe,Kléper Laveran de Lima Ferreira,CB,RCB,85,85,9000000.0,35
19,2018-07-19,Belgium,V. Kompany,Vincent Jean Mpoy Kompany,CB,CB,85,85,22000000.0,32
19,2018-07-19,Colombia,Falcao,Radamel Falcao García Zárate,ST,ST,85,85,30500000.0,32
19,2018-07-19,France,B. Matuidi,Blaise Matuidi,"CDM, CM",LM,85,85,26000000.0,31
19,2018-07-19,Spain,Diego Costa,Diego da Silva Costa,ST,ST,85,85,38500000.0,29
19,2018-07-19,Chile,A. Vidal,Arturo Erasmo Vidal Pardo,"CDM, CM",LCM,85,85,26000000.0,31
19,2018-07-19,Belgium,T. Alderweireld,Toby Albertine Maurits Alderweireld,CB,RCB,85,86,34000000.0,29
19,2018-07-19,Germany,M. Reus,Marco Reus,"LM, CAM, ST",CAM,85,85,37500000.0,29
19,2018-07-19,Spain,Iago Aspas,Iago Aspas Juncal,"RW, ST",SUB,85,85,36500000.0,30
19,2018-07-19,Greece,K. Manolas,Konstantinos Manolas,CB,LCB,85,87,37500000.0,27
19,2018-07-19,Spain,Koke,Jorge Resurrección Merodio,"LM, CM, RM",RCM,85,86,45000000.0,26
19,2018-07-19,Austria,D. Alaba,David Olatukunbo Alaba,"LB, CB, CM",CAM,85,87,38000000.0,26
19,2018-07-19,England,R. Sterling,Raheem Sterling,"RW, LW, CF",RS,85,88,49000000.0,23
19,2018-07-19,Netherlands,V. van Dijk,Virgil van Dijk,CB,LCB,85,87,38500000.0,26
19,2018-07-19,Spain,Saúl,Saúl Ñíguez Esclápez,"CM, LM, RM",SUB,85,91,52000000.0,23
19,2018-07-19,Germany,J. Kimmich,Joshua Walter Kimmich,"RB, CM, CB, CDM",RB,85,88,40500000.0,23
19,2018-07-19,France,N. Fekir,Nabil Fekir,"CAM, ST",SUB,85,89,50000000.0,24
19,2018-07-19,Spain,Marco Asensio,Marco Asensio Willemsen,"LW, CAM, RW",RW,85,93,56500000.0,22
19,2018-07-19,Portugal,Quaresma,Ricardo Andrade Quaresma Bernardo,"RM, LM",SUB,84,84,15500000.0,34
19,2018-07-19,Belgium,M. Dembélé,Mousa Sidi Yaya Dembélé,"CM, CDM",SUB,84,84,29000000.0,30
19,2018-07-19,Denmark,K. Schmeichel,Kasper Peter Schmeichel,GK,GK,84,84,19000000.0,31
19,2018-07-19,Greece,Sokratis,Sokratis Papastathopoulos,CB,RCB,84,84,23000000.0,30
19,2018-07-19,Germany,S. Khedira,Sami Khedira,"CM, CDM",RDM,84,84,26500000.0,31
19,2018-07-19,Argentina,Á. Di María,Ángel Fabián Di María Hernández,"RW, LW",LW,84,84,29500000.0,30
19,2018-07-19,Germany,İ. Gündoğan,İlkay Gündoğan,"CM, CDM",SUB,84,85,35000000.0,27
19,2018-07-19,England,K. Walker,Kyle Walker,"RB, RWB, CB",RCB,84,84,24500000.0,28
19,2018-07-19,Finland,L. Hrádecký,Lukáš Hrádecký,GK,SUB,84,84,22000000.0,28
19,2018-07-19,Colombia,J. Cuadrado,Juan Guillermo Cuadrado Bello,"RM, RW",RM,84,84,29500000.0,30
19,2018-07-19,Italy,M. Perin,Mattia Perin,GK,SUB,84,89,29500000.0,25
19,2018-07-19,Netherlands,S. de Vrij,Stefan de Vrij,CB,CB,84,86,31500000.0,26
19,2018-07-19,Spain,Rodrigo,Rodrigo Moreno Machado,"ST, RW, LW",SUB,84,85,36500000.0,27
19,2018-07-19,Portugal,A. Lopes,Anthony Lopes,GK,SUB,84,86,25000000.0,27
19,2018-07-19,Spain,Carvajal,Daniel Carvajal Ramos,RB,SUB,84,87,31500000.0,26
19,2018-07-19,France,F. Thauvin,Florian Tristan Mariano Thauvin,"RM, RW",SUB,84,87,39000000.0,25
19,2018-07-19,Italy,Jorginho,Luiz Frello Filho Jorge,CM,CM,84,87,38000000.0,26
19,2018-07-19,Portugal,William Carvalho,William Silva de Carvalho,"CDM, CM",CDM,84,86,31500000.0,26
19,2018-07-19,England,D. Alli,Bamidele Alli,CAM,RCM,84,90,42500000.0,22
19,2018-07-19,Germany,N. Süle,Niklas Süle,CB,SUB,84,90,36500000.0,22
19,2018-07-19,Uruguay,J. Giménez,José María Giménez de Vargas,"CB, RB",RCB,84,88,34000000.0,23
19,2018-07-19,Portugal,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"RW, CAM",RM,84,90,42500000.0,23
19,2018-07-19,Colombia,D. Sánchez,Davinson Sánchez Mina,CB,LCB,84,89,35500000.0,22
19,2018-07-19,Spain,Pepe Reina,José Manuel Reina Páez,GK,SUB,83,83,6000000.0,35
19,2018-07-19,France,S. Mandanda,Steve Mandanda,GK,SUB,83,83,13000000.0,33
19,2018-07-19,Portugal,Rui Patrício,Rui Pedro dos Santos Patrício,GK,GK,83,83,16500000.0,30
19,2018-07-19,Argentina,É. Banega,Éver Maximiliano David Banega,"CAM, CDM, CM",LCM,83,83,24500000.0,30
19,2018-07-19,Poland,W. Szczęsny,Wojciech Tomasz Szczęsny,GK,GK,83,85,21500000.0,28
19,2018-07-19,Italy,M. Balotelli,Mario Barwuah Balotelli,ST,ST,83,83,27500000.0,27
19,2018-07-19,Netherlands,K. Strootman,Kevin Strootman,"CM, CDM",SUB,83,83,25500000.0,28
19,2018-07-19,Poland,K. Glik,Kamil Jacek Glik,CB,SUB,83,83,19000000.0,30
19,2018-07-19,Spain,Nacho Fernández,José Ignacio Fernández Iglesias,"CB, LB, RB",RB,83,85,24500000.0,28
19,2018-07-19,Germany,J. Draxler,Julian Draxler,"CM, LW, LM, CAM",LM,83,86,32500000.0,24
19,2018-07-19,Netherlands,M. Depay,Memphis Depay,"ST, LW",LS,83,88,35000000.0,24
19,2018-07-19,England,J. Pickford,Jordan Pickford,GK,GK,83,86,23500000.0,24
19,2018-07-19,Spain,Kepa,Kepa Arrizabalaga Revuelta,GK,SUB,83,91,28500000.0,23
19,2018-07-19,Belgium,Y. Carrasco,Yannick Ferreira Carrasco,"LM, RM",LM,83,88,34500000.0,24
19,2018-07-19,Spain,Lucas Vázquez,Lucas Vázquez Iglesias,"RW, RM",SUB,83,83,27000000.0,27
19,2018-07-19,Netherlands,Q. Promes,Quincy Anton Promes,"LM, ST, RM",SUB,83,84,30500000.0,26
19,2018-07-19,Germany,L. Goretzka,Leon Christoph Goretzka,"CM, CAM, CDM",SUB,83,88,34000000.0,23
19,2018-07-19,Germany,T. Werner,Timo Werner,ST,ST,83,87,34500000.0,22
19,2018-07-19,Portugal,Bruno Fernandes,Bruno Miguel Borges Fernandes,"CAM, CF, CM",SUB,83,87,34000000.0,23
19,2018-07-19,Germany,J. Tah,Jonathan Tah,CB,SUB,83,88,29500000.0,22
19,2018-07-19,France,T. Lemar,Thomas Lemar,"LM, CAM",SUB,83,89,35500000.0,22
19,2018-07-19,France,C. Tolisso,Corentin Tolisso,"CM, CDM",SUB,83,88,34000000.0,23
19,2018-07-19,Côte d'Ivoire,E. Bailly,Eric Bertrand Bailly,CB,SUB,83,88,29500000.0,24
19,2018-07-19,France,P. Kimpembe,Presnel Kimpembe,CB,SUB,83,89,30500000.0,22
19,2018-07-19,Norway,R. Jarstein,Rune Almenning Jarstein,GK,GK,82,82,11000000.0,33
19,2018-07-19,France,L. Koscielny,Laurent Koscielny,CB,SUB,82,82,12500000.0,32
19,2018-07-19,Ecuador,A. Valencia,Luis Antonio Valencia Mosquera,RB,RB,82,82,12500000.0,32
19,2018-07-19,Italy,S. Sirigu,Salvatore Sirigu,GK,SUB,82,82,13500000.0,31
19,2018-07-19,Mexico,A. Guardado,José Andrés Guardado Hernández,"CM, CDM",LCM,82,82,19000000.0,31
19,2018-07-19,Belgium,A. Witsel,Axel Laurent Angel Lambert Witsel,"CM, CDM, CAM",LCM,82,82,21500000.0,29
19,2018-07-19,Switzerland,Y. Sommer,Yann Sommer,GK,GK,82,83,17000000.0,29
19,2018-07-19,France,O. Giroud,Olivier Giroud,ST,ST,82,82,20000000.0,31
19,2018-07-19,Argentina,F. Fazio,Federico Julián Fazio,CB,SUB,82,82,15000000.0,31
19,2018-07-19,Netherlands,G. Wijnaldum,Georginio Gregion Emile Wijnaldum,CM,LCM,82,83,25000000.0,27
19,2018-07-19,England,J. Henderson,Jordan Henderson,"CDM, CM",CM,82,82,18000000.0,28
19,2018-07-19,Austria,M. Arnautović,Marko Arnautović,"ST, LM",ST,82,82,22000000.0,29
19,2018-07-19,Iceland,G. Sigurðsson,Gylfi Þór Sigurðsson,"CAM, LM, LW",CAM,82,82,22500000.0,28
19,2018-07-19,England,K. Trippier,Kieran Trippier,"RB, RWB",RWB,82,83,20500000.0,27
19,2018-07-19,Wales,A. Ramsey,Aaron James Ramsey,"CM, CDM",LCM,82,83,25000000.0,27
19,2018-07-19,France,S. N'Zonzi,Steven N'Kemboanza Mike Christopher Nzonzi,"CDM, CM",SUB,82,82,17000000.0,29
19,2018-07-19,Italy,G. Bonaventura,Giacomo Bonaventura,"CM, LW",SUB,82,82,22000000.0,28
19,2018-07-19,Belgium,K. Casteels,Koen Casteels,GK,SUB,82,85,19500000.0,26
19,2018-07-19,Slovenia,K. Kampl,Kevin Kampl,"CM, CAM, CDM",LDM,82,82,23000000.0,27
19,2018-07-19,Uruguay,S. Coates,Sebastián Coates Nión,CB,SUB,82,83,21000000.0,27
19,2018-07-19,Spain,Bartra,Marc Bartra Aregall,"CB, RB",SUB,82,83,21000000.0,27
19,2018-07-19,Côte d'Ivoire,W. Zaha,Wilfried Zaha,"CF, LM, RM",SUB,82,85,28500000.0,25
19,2018-07-19,Belgium,T. Meunier,Thomas Meunier,"RB, RM",RM,82,85,22500000.0,26
19,2018-07-19,England,H. Maguire,Harry Maguire,CB,LCB,82,84,22500000.0,25
19,2018-07-19,Italy,A. Florenzi,Alessandro Florenzi,"RB, RW, CM",RCM,82,83,20500000.0,27
