fifa_version,fifa_update_date,nationality_name,short_name,long_name,player_positions,nation_position,overall,potential,value_eur,age
21,2020-08-24,Mexico,J. Corona,Jesús Manuel Corona Ruíz,"RM, RB",RW,84,84,45000000.0,27
21,2020-08-24,Austria,D. Alaba,David Olatukunbo Alaba,"CB, LB",LM,84,84,36500000.0,28
21,2020-08-24,Spain,Isco,Francisco Román Alarcón Suárez,"CAM, CM, LW",SUB,84,84,42500000.0,28
21,2020-08-24,Portugal,Pizzi,Luís Miguel Afonso Fernandes,"RM, CM",SUB,84,84,40500000.0,30
21,2020-08-24,Netherlands,S. de Vrij,Stefan de Vrij,CB,RCB,84,85,40000000.0,28
21,2020-08-24,France,W. Ben Yedder,Wissam Ben Yedder,ST,SUB,84,84,42000000.0,29
21,2020-08-24,Slovenia,J. Iličić,Josip Iličić,"CF, ST",CF,84,84,34000000.0,32
21,2020-08-24,Mexico,R. Jiménez,Raúl Alonso Jiménez Rodríguez,ST,ST,84,84,42000000.0,29
21,2020-08-24,Spain,Saúl,Saúl Ñíguez Esclápez,"CM, LM, LB",LCM,84,87,55500000.0,25
21,2020-08-24,Germany,L. Goretzka,Leon Christoph Goretzka,"CM, CAM, CDM",SUB,84,88,58500000.0,25
21,2020-08-24,Portugal,R. Guerreiro,Raphaël Adelino José Guerreiro,"LM, LB, CM",LB,84,85,49500000.0,26
21,2020-08-24,Argentina,N. Tagliafico,Nicolás Alejandro Tagliafico,LB,LB,84,85,44500000.0,27
21,2020-08-24,Germany,J. Brandt,Julian Brandt,"CAM, CM, LM",SUB,84,88,60500000.0,24
21,2020-08-24,France,K. Coman,Kingsley Junior Coman,"LM, RM, LW",SUB,84,88,60500000.0,24
21,2020-08-24,Cameroon,A. Onana,André Onana,GK,GK,84,88,48000000.0,24
21,2020-08-24,Spain,Oyarzabal,Mikel Oyarzabal Ugarte,"LW, RW",LW,84,90,66500000.0,23
21,2020-08-24,Argentina,L. Martínez,Lautaro Javier Martínez,ST,SUB,84,91,86500000.0,22
21,2020-08-24,Norway,E. Haaland,Erling Braut Haaland,ST,ST,84,92,92000000.0,19
21,2020-08-24,Portugal,João Moutinho,João Filipe Iria Santos Moutinho,CM,SUB,83,83,22500000.0,33
21,2020-08-24,France,S. Mandanda,Steve Mandanda,GK,SUB,83,83,4000000.0,35
21,2020-08-24,France,B. Matuidi,Blaise Matuidi,"CDM, CM",LM,83,83,18000000.0,33
21,2020-08-24,Belgium,J. Vertonghen,Jan Bert Lieve Vertonghen,"CB, LB",LCB,83,83,17500000.0,33
21,2020-08-24,Wales,G. Bale,Gareth Frank Bale,RW,RM,83,83,35000000.0,30
21,2020-08-24,Chile,A. Vidal,Arturo Erasmo Vidal Pardo,"CM, CDM, CAM",LCM,83,83,22500000.0,33
21,2020-08-24,England,K. Trippier,Kieran Trippier,RB,SUB,83,83,32000000.0,29
21,2020-08-24,Germany,İ. Gündoğan,İlkay Gündoğan,"CM, CDM",SUB,83,83,35500000.0,29
21,2020-08-24,Finland,L. Hrádecký,Lukáš Hrádecký,GK,GK,83,83,24000000.0,30
21,2020-08-24,Côte d'Ivoire,W. Zaha,Wilfried Zaha,"LM, CF",RW,83,83,38500000.0,27
21,2020-08-24,Chile,C. Aránguiz,Charles Mariano Aránguiz Sandoval,"CDM, CM",RCM,83,83,25500000.0,31
21,2020-08-24,Italy,F. Acerbi,Francesco Acerbi,CB,LCB,83,83,23500000.0,32
21,2020-08-24,Belgium,T. Hazard,Thorgan Ganael Francis Hazard,"LM, RM, CF",LM,83,83,38500000.0,27
21,2020-08-24,Austria,M. Sabitzer,Marcel Sabitzer,"CM, CAM",CAM,83,85,44500000.0,26
21,2020-08-24,Italy,Jorginho,Luiz Frello Filho Jorge,"CM, CDM",CM,83,83,36500000.0,28
21,2020-08-24,Spain,Gerard Moreno,Gerard Moreno Balagueró,"ST, RM, CF",ST,83,83,37000000.0,28
21,2020-08-24,Italy,A. Romagnoli,Alessio Romagnoli,CB,SUB,83,87,45500000.0,25
21,2020-08-24,Portugal,João Cancelo,João Pedro Cavaco Cancelo,RB,SUB,83,86,43500000.0,26
21,2020-08-24,Spain,Gayà,José Luís Gayà Peña,LB,SUB,83,88,49500000.0,25
21,2020-08-24,Colombia,D. Zapata,Duván Esteban Zapata Banguera,ST,SUB,83,83,36500000.0,29
21,2020-08-24,Portugal,Rafa,Rafael Alexandre Fernandes Ferreira da Silva,"LM, RM",SUB,83,83,38500000.0,27
21,2020-08-24,France,N. Fekir,Nabil Fekir,"CAM, RM, ST",SUB,83,84,43000000.0,26
21,2020-08-24,Spain,Pau López,Pau López Sabata,GK,SUB,83,88,42500000.0,25
21,2020-08-24,Netherlands,D. van de Beek,Donny van de Beek,"CM, CAM",SUB,83,87,52000000.0,23
21,2020-08-24,Norway,M. Ødegaard,Martin Ødegaard,"CAM, CM, RM",CAM,83,89,58500000.0,21
21,2020-08-24,Argentina,M. Acuña,Marcos Javier Acuña,"LB, LM",LCM,83,83,33000000.0,28
21,2020-08-24,England,J. Gomez,Joe Gomez,CB,SUB,83,88,49500000.0,23
21,2020-08-24,Netherlands,S. Bergwijn,Steven Charles Bergwijn,"LM, LW, RM",RM,83,88,56000000.0,22
21,2020-08-24,Switzerland,D. Zakaria,Denis Lemi Zakaria Lako Lado,"CDM, CB, CM",RCM,83,87,47500000.0,23
21,2020-08-24,Brazil,Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,"CAM, RM",RW,83,83,36500000.0,28
21,2020-08-24,France,O. Dembélé,Ousmane Dembélé,"LW, RW",SUB,83,89,57500000.0,23
21,2020-08-24,Spain,Santi Cazorla,Santiago Cazorla González,"CM, LM, CDM",SUB,82,82,,35
21,2020-08-24,Spain,Raúl Albiol,Raúl Albiol Tortajada,CB,SUB,82,82,10000000.0,34
21,2020-08-24,Austria,M. Arnautović,Marko Arnautović,ST,ST,82,82,25500000.0,31
21,2020-08-24,Wales,A. Ramsey,Aaron James Ramsey,"CM, CAM",LDM,82,82,29500000.0,29
21,2020-08-24,Netherlands,D. Blind,Daley Blind,"CB, CDM, LB",LB,82,82,25000000.0,30
21,2020-08-24,France,A. Areola,Alphonse Areola,GK,SUB,82,86,32000000.0,27
21,2020-08-24,Russia,Mário Fernandes,Mário Figueira Fernandes,"RWB, RM",RB,82,82,27000000.0,29
21,2020-08-24,Colombia,J. Rodríguez,James David Rodríguez Rubio,"CAM, CM, RM",LCM,82,82,30500000.0,28
21,2020-08-24,Portugal,Danilo Pereira,Danilo Luís Hélio Pereira,"CDM, CM",CDM,82,82,27000000.0,28
21,2020-08-24,Argentina,A. Marchesín,Agustín Federico Marchesín,GK,SUB,82,82,15000000.0,32
21,2020-08-24,Spain,Morata,Álvaro Borja Morata Martín,ST,SUB,82,83,35500000.0,27
21,2020-08-24,England,H. Maguire,Harry Maguire,CB,LCB,82,85,34500000.0,27
21,2020-08-24,England,N. Pope,Nick Pope,GK,SUB,82,83,24000000.0,28
21,2020-08-24,Czech Republic,T. Vaclík,Tomáš Vaclík,GK,GK,82,82,16000000.0,31
21,2020-08-24,Argentina,L. Ocampos,Lucas Ariel Ocampos,"RW, LW",SUB,82,83,36500000.0,25
21,2020-08-24,Spain,Kepa,Kepa Arrizabalaga Revuelta,GK,GK,82,86,33500000.0,25
21,2020-08-24,Germany,M. Ginter,Matthias Ginter,CB,CB,82,83,31500000.0,26
21,2020-08-24,Germany,E. Can,Emre Can,"CM, CDM",SUB,82,84,37500000.0,26
21,2020-08-24,Belgium,Y. Carrasco,Yannick Ferreira Carrasco,LM,SUB,82,83,36000000.0,26
21,2020-08-24,Netherlands,Q. Promes,Quincy Anton Promes,"CAM, LW, ST",LM,82,82,30500000.0,28
21,2020-08-24,Germany,M. Halstenberg,Marcel Halstenberg,"LB, CB, LWB",LM,82,82,27500000.0,28
21,2020-08-24,Argentina,Á. Correa,Ángel Martín Correa,"RM, ST",SUB,82,85,40500000.0,25
21,2020-08-24,France,L. Hernández,Lucas François Bernard Hernández Pi,"CB, LB",LB,82,87,41500000.0,24
21,2020-08-24,Spain,Marco Asensio,Marco Asensio Willemsen,"LW, RW",RW,82,86,43500000.0,24
21,2020-08-24,Portugal,Rúben Neves,Rúben Diogo da Silva Neves,CM,SUB,82,87,46000000.0,23
21,2020-08-24,Austria,K. Laimer,Konrad Laimer,"CDM, CM, RB",LDM,82,86,40000000.0,23
21,2020-08-24,Côte d'Ivoire,N. Pépé,Nicolas Pépé,"RM, RW",ST,82,85,40500000.0,25
21,2020-08-24,Argentina,G. Lo Celso,Giovani Lo Celso,"CM, CAM",RCM,82,87,46000000.0,24
21,2020-08-24,Spain,Fabián,Fabián Ruiz Peña,CM,RCM,82,88,48000000.0,24
21,2020-08-24,Brazil,Raphaelito Anjos,Raphael William Anjos Rochedo,GK,GK,82,82,15000000.0,32
21,2020-08-24,Brazil,Josué Chiamulera,Josué Durval Chiamulera Vaz,CB,RCB,82,82,26500000.0,28
21,2020-08-24,Czech Republic,J. Pavlenka,Jiří Pavlenka,GK,SUB,82,83,24000000.0,28
21,2020-08-24,Portugal,Pepe,Kléper Laveran de Lima Ferreira,CB,RCB,81,81,4600000.0,37
21,2020-08-24,Mexico,H. Herrera,Héctor Miguel Herrera López,CM,RCM,81,81,24500000.0,30
21,2020-08-24,Poland,Ł. Fabiański,Łukasz Fabiański,GK,SUB,81,81,2900000.0,35
21,2020-08-24,Belgium,S. Mignolet,Simon Luc Hildebert Mignolet,GK,SUB,81,81,13000000.0,32
21,2020-08-24,Colombia,J. Cuadrado,Juan Guillermo Cuadrado Bello,"RB, RM, RW",RW,81,81,18000000.0,32
21,2020-08-24,Denmark,T. Delaney,Thomas Joseph Delaney,"CDM, CM",LCM,81,81,22500000.0,28
21,2020-08-24,Switzerland,X. Shaqiri,Xherdan Shaqiri,RM,CAM,81,81,26000000.0,28
21,2020-08-24,Netherlands,J. Cillessen,Jasper Cillessen,GK,GK,81,81,13500000.0,31
21,2020-08-24,Netherlands,S. Berghuis,Steven Berghuis,RW,SUB,81,81,26000000.0,28
21,2020-08-24,Spain,Paco Alcácer,Francisco Alcácer García,ST,SUB,81,83,32500000.0,26
21,2020-08-24,Republic of Ireland,M. Doherty,Matthew James Doherty,"RWB, RB",SUB,81,81,23500000.0,28
21,2020-08-24,Belgium,T. Meunier,Thomas Meunier,"RB, RM",RM,81,81,23500000.0,28
21,2020-08-24,Italy,A. Florenzi,Alessandro Florenzi,RB,RB,81,81,22500000.0,29
21,2020-08-24,Colombia,S. Arias,Santiago Arias Naranjo,RB,RB,81,81,23500000.0,28
21,2020-08-24,France,B. Mendy,Benjamin Mendy,LB,SUB,81,84,31500000.0,25
21,2020-08-24,England,J. Pickford,Jordan Pickford,GK,GK,81,84,26000000.0,26
21,2020-08-24,Poland,A. Milik,Arkadiusz Krystian Milik,ST,SUB,81,84,34000000.0,26
21,2020-08-24,Germany,A. Rüdiger,Antonio Rüdiger,CB,RCB,81,83,27500000.0,27
21,2020-08-24,Argentina,E. Andrada,Esteban Maximiliano Andrada,GK,GK,81,82,20000000.0,29
21,2020-08-24,Netherlands,M. de Roon,Marten Elco de Roon,"CDM, CM",RDM,81,81,22000000.0,29
21,2020-08-24,Greece,O. Vlachodimos,Odisseas Vlachodimos,GK,SUB,81,86,29500000.0,26
21,2020-08-24,Belgium,Y. Tielemans,Youri Tielemans,CM,SUB,81,85,36500000.0,23
21,2020-08-24,Italy,M. Politano,Matteo Politano,"RM, RW, ST",SUB,81,81,28000000.0,26
21,2020-08-24,England,J. Maddison,James Maddison,"CAM, CM, LW",SUB,81,85,37000000.0,23
21,2020-08-24,Colombia,D. Sánchez,Davinson Sánchez Mina,CB,LCB,81,84,31500000.0,24
21,2020-08-24,Portugal,Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,"LM, ST",SUB,81,87,40500000.0,23
21,2020-08-24,France,P. Kimpembe,Presnel Kimpembe,CB,SUB,81,85,33000000.0,24
21,2020-08-24,France,B. Pavard,Benjamin Pavard,"RB, CB",RB,81,85,34500000.0,24
21,2020-08-24,United States,C. Pulisic,Christian Pulisic,"LW, RW, LM",LW,81,87,41500000.0,21
21,2020-08-24,England,B. Chilwell,Ben Chilwell,LB,LB,81,85,34500000.0,23
21,2020-08-24,Brazil,Juiano Mestres,Juan Everton Mestres de Mesquita,"CB, CDM",LCB,81,81,,24
21,2020-08-24,Brazil,Adryan Zonta,Adryan Juliano Zonta Torres,"LWB, LB",LB,81,81,23500000.0,28
21,2020-08-24,Brazil,Rosberto Dourado,Rosberto J. Dourado Santos,"CDM, CM, CAM",CDM,81,81,25500000.0,20
21,2020-08-24,Brazil,Louri Beretta,Lourival Adnan Beretta Barbosa,"ST, CF",SUB,81,81,26500000.0,28
21,2020-08-24,Brazil,Welington Dano,Welington Kauê Dano Nascimento,"LB, LM",SUB,81,81,,20
21,2020-08-24,Brazil,Nuno Padrenda,Nuno Ailton Padrenda Mendes,"CAM, CM, ST",SUB,81,81,29500000.0,24
21,2020-08-24,Brazil,Oswaldinato,Marvin Oswaldo Rangel Azevedo,ST,ST,81,81,26500000.0,28
21,2020-08-24,Canada,A. Davies,Alphonso Boyle Davies,"LB, LM, RM",LB,81,89,53000000.0,19
21,2020-08-24,Czech Republic,T. Souček,Tomáš Souček,"CDM, CM",RDM,81,86,34500000.0,25
21,2020-08-24,Portugal,Rúben Dias,Rúben dos Santos Gato Alves Dias,CB,LCB,81,87,37000000.0,23
21,2020-08-24,Portugal,João Félix,João Félix Sequeira,"CF, ST",RS,81,93,62500000.0,20
21,2020-08-24,Colombia,Falcao,Radamel Falcao García Zárate,ST,ST,80,80,10500000.0,34
21,2020-08-24,Northern Ireland,J. Evans,Jonathan Grant Evans,CB,RCB,80,80,13500000.0,32
21,2020-08-24,Denmark,D. Wass,Daniel Wass,"RB, RM, CM",SUB,80,80,15500000.0,31
21,2020-08-24,Denmark,S. Kjær,Simon Thorup Kjær,CB,RCB,80,80,14500000.0,31
21,2020-08-24,Chile,A. Sánchez,Alexis Alejandro Sánchez Sánchez,"LW, LM",LS,80,80,17500000.0,31
21,2020-08-24,Netherlands,L. de Jong,Luuk de Jong,ST,SUB,80,80,21000000.0,29
21,2020-08-24,Poland,G. Krychowiak,Grzegorz Krychowiak,"CDM, CM",LDM,80,80,17500000.0,30
21,2020-08-24,Côte d'Ivoire,S. Aurier,Serge Alain Stéphane Aurier,"RB, RWB",RB,80,80,20500000.0,27
21,2020-08-24,Australia,M. Ryan,Mathew David Ryan,GK,GK,80,82,18000000.0,28
21,2020-08-24,Switzerland,G. Xhaka,Granit Xhaka,"CDM, CM",LCM,80,81,21500000.0,27
21,2020-08-24,Austria,M. Hinteregger,Martin Josef Hinteregger,CB,LCB,80,82,22500000.0,27
21,2020-08-24,Germany,J. Draxler,Julian Draxler,"CAM, CM, LW",SUB,80,81,25000000.0,26
21,2020-08-24,England,J. Stones,John Stones,CB,RCB,80,83,24500000.0,26
21,2020-08-24,Czech Republic,P. Kadeřábek,Pavel Kadeřábek,"RWB, RB, RM",SUB,80,80,19000000.0,28
21,2020-08-24,France,K. Zouma,Kurt Happy Zouma,CB,SUB,80,83,25000000.0,25
21,2020-08-24,Spain,Iñigo Martínez,Íñigo Martínez Berridi,CB,LCB,80,81,19500000.0,29
21,2020-08-24,Wales,B. Davies,Benjamin Thomas Davies,"LB, LWB",LB,80,81,22000000.0,27
21,2020-08-24,Portugal,William Carvalho,William Silva de Carvalho,"CDM, CM",LCM,80,80,18500000.0,28
21,2020-08-24,Italy,A. Belotti,Andrea Belotti,ST,SUB,80,83,28000000.0,26
21,2020-08-24,Poland,P. Zieliński,Piotr Sebastian Zieliński,"CM, LM",CAM,80,83,27500000.0,26
21,2020-08-24,Italy,F. Bernardeschi,Federico Bernardeschi,"CAM, RM",RW,80,82,26000000.0,26
21,2020-08-24,Denmark,P. Højbjerg,Pierre-Emile Kordt Højbjerg,CDM,RCM,80,84,27500000.0,24
21,2020-08-24,Argentina,J. Musso,Juan Agustín Musso,GK,SUB,80,83,21000000.0,26
21,2020-08-24,France,C. Tolisso,Corentin Tolisso,"CM, CDM",SUB,80,83,27500000.0,25
21,2020-08-24,Mexico,H. Lozano,Hirving Rodrigo Lozano Bahena,"RW, ST, LW",LW,80,83,29000000.0,24
21,2020-08-24,Germany,L. Klostermann,Lukas Manuel Klostermann,"CB, RB, RWB",RM,80,85,29000000.0,24
21,2020-08-24,Austria,S. Lainer,Stefan Lainer,RB,RB,80,80,20500000.0,27
21,2020-08-24,Italy,N. Barella,Nicolò Barella,"CM, CAM",RCM,80,87,42000000.0,23
21,2020-08-24,Portugal,Diogo Jota,Diogo José Teixeira da Silva,"LW, ST, CM",SUB,80,86,33500000.0,23
21,2020-08-24,Brazil,Maikel Catarino,Maikel Renan Catarino Fagundes,"RB, RM",RB,80,80,22000000.0,24
21,2020-08-24,Brazil,Héniton Pires,Héniton Enaldo Pires Tramontino,GK,SUB,80,80,18000000.0,24
21,2020-08-24,Brazil,Laure Santeiro,Laureano Thomas Santeiro Marre,"CAM, LM, LW",LW,80,80,24000000.0,20
21,2020-08-24,Brazil,Tony Abranjes,Tony Josimar Abranjes Meneses,CB,SUB,80,80,13500000.0,32
21,2020-08-24,Turkey,Ç. Söyüncü,Çağlar Söyüncü,CB,RCB,80,85,29000000.0,24
21,2020-08-24,England,M. Mount,Mason Mount,"CAM, CM, LW",SUB,80,87,43000000.0,21
21,2020-08-24,England,D. Henderson,Dean Henderson,GK,SUB,80,87,36000000.0,23
21,2020-08-24,France,T. Ndombele,Tanguy Ndombèlé Alvaro,"CM, CDM",SUB,80,87,42000000.0,23
21,2020-08-24,Uruguay,J. Serendero,Jorge Ezequiel Serendero,GK,GK,80,80,,32
21,2020-08-24,Uruguay,J. Frendado,Jaime Nicolás Frendado,"CB, CDM",LCB,80,80,,36
21,2020-08-24,Uruguay,M. Baldona,Matías David Baldona,"CDM, CM",RCM,80,80,,36
21,2020-08-24,Uruguay,S. Ardero,Saúl Marcelo Ardero,"CAM, LM, LW",LM,80,80,,32
21,2020-08-24,Uruguay,L. Dálves,Luis Roberto Dálves,"ST, CF",RS,80,80,,28
21,2020-08-24,Uruguay,M. Nérez,Mauro Evidio Nérez,"LB, LM",LB,80,80,,32
21,2020-08-24,Uruguay,E. Schetino,Egidio Maestre Schetino,CB,RCB,80,80,,28
21,2020-08-24,Uruguay,J. Sildero,José María Sildero,"CAM, RM",RM,80,80,,28
21,2020-08-24,Ecuador,S. Mandíquez,Segundo Mandíquez,ST,ST,80,80,,31
21,2020-08-24,Mexico,G. Ochoa,Francisco Guillermo Ochoa Magaña,GK,GK,79,79,3000000.0,34
21,2020-08-24,England,D. Rose,Danny Rose,"LB, LWB",SUB,79,79,15500000.0,29
21,2020-08-24,Colombia,D. Ospina,David Ospina Ramírez,GK,GK,79,79,9500000.0,31
21,2020-08-24,France,O. Giroud,Olivier Giroud,ST,ST,79,79,11000000.0,33
21,2020-08-24,Republic of Ireland,S. Coleman,Séamus Coleman,RB,RB,79,79,12500000.0,31
21,2020-08-24,Iceland,G. Sigurðsson,Gylfi Þór Sigurðsson,"CAM, CM",RCM,79,79,17000000.0,30
21,2020-08-24,Russia,A. Dzyuba,Artem Dzyuba,ST,ST,79,79,,31
21,2020-08-24,Italy,S. El Shaarawy,Stephan El Shaarawy,"LW, LM",SUB,79,79,18500000.0,27
21,2020-08-24,Argentina,N. Otamendi,Nicolás Hernán Gonzalo Otamendi,CB,LCB,79,79,11500000.0,32
21,2020-08-24,Chile,F. Orellana,Fabián Ariel Orellana Valenzuela,"RM, LM, CAM",SUB,79,79,8000000.0,34
21,2020-08-24,China PR,Ai Kesen,艾克森,ST,RW,79,79,17000000.0,30
21,2020-08-24,Colombia,L. Muriel,Luis Fernando Muriel Fruto,ST,SUB,79,79,17500000.0,29
21,2020-08-24,Belgium,M. Sels,Matz Willy Els Sels,GK,SUB,79,81,15000000.0,28
21,2020-08-24,Netherlands,M. Bizot,Marco Bizot,GK,SUB,79,80,13500000.0,29
21,2020-08-24,Peru,A. Carrillo,André Martín Carrillo Díaz,RM,CAM,79,79,17000000.0,29
21,2020-08-24,Portugal,Mário Rui,Mário Rui Silva Duarte,LB,SUB,79,79,15500000.0,29
21,2020-08-24,Hungary,W. Orban,Vilmos Tamás Orban,CB,RCB,79,81,18500000.0,27
21,2020-08-24,Argentina,L. Paredes,Leandro Daniel Paredes,"CM, CDM",CM,79,82,23000000.0,26
21,2020-08-24,Scotland,R. Fraser,Ryan Fraser,LM,LM,79,80,,26
21,2020-08-24,Turkey,H. Çalhanoğlu,Hakan Çalhanoğlu,"LW, CM",CAM,79,79,19000000.0,26
21,2020-08-24,Netherlands,N. Aké,Nathan Aké,CB,SUB,79,83,22000000.0,25
21,2020-08-24,Colombia,J. Quintero,Juan Fernando Quintero Paniagua,CAM,SUB,79,80,20000000.0,27
21,2020-08-24,Switzerland,K. Mbabu,Melingo Kevin Mbabu,RB,RWB,79,83,22500000.0,25
21,2020-08-24,Italy,Emerson,Emerson Palmieri dos Santos,LB,LB,79,82,21500000.0,25
21,2020-08-24,Austria,V. Lazaro,Valentino Lazaro,"RM, RWB, RB",RM,79,83,25000000.0,24
21,2020-08-24,Germany,J. Tah,Jonathan Tah,CB,LCB,79,84,24000000.0,24
21,2020-08-24,Denmark,A. Christensen,Andreas Bødtker Christensen,CB,LCB,79,84,24000000.0,24
21,2020-08-24,Colombia,F. Fabra,Frank Yusty Fabra Palacios,LB,LB,79,79,15500000.0,29
21,2020-08-24,Russia,A. Miranchuk,Aleksey Miranchuk,"CAM, ST",SUB,79,84,26500000.0,24
21,2020-08-24,Colombia,W. Barrios,Wílmar Enrique Barrios Terán,"CDM, CM",CM,79,84,,26
21,2020-08-24,France,L. Dubois,Léo Dubois,RB,SUB,79,83,22500000.0,25
21,2020-08-24,Belgium,J. Denayer,Jason Grégory Marianne Denayer,CB,CB,79,83,22000000.0,25
21,2020-08-24,England,H. Winks,Harry Winks,"CDM, CM",SUB,79,84,24500000.0,24
21,2020-08-24,Russia,A. Golovin,Aleksandr Golovin,"CM, CAM",CAM,79,83,25000000.0,24
21,2020-08-24,Norway,S. Berge,Sander Gard Bolin Berge,"CDM, CM",LCM,79,86,33500000.0,22
21,2020-08-24,Denmark,K. Dolberg,Kasper Dolberg Rasmussen,ST,ST,79,83,26000000.0,22
21,2020-08-24,Portugal,André Silva,André Miguel Valente da Silva,ST,SUB,79,84,27000000.0,24
21,2020-08-24,Brazil,Adnan Vidual,Adnan Claudiano Vidual Machado,RB,SUB,79,79,16000000.0,28
21,2020-08-24,Brazil,Everton Andrão,Everton Jorge Andrade Zanon,"CDM, CM",LCM,79,79,18000000.0,24
21,2020-08-24,Brazil,Gabri Prestão,Bernard Gabriel Prestão Chaves,GK,SUB,79,79,12500000.0,28
21,2020-08-24,Brazil,Luimo Boas Santos,Luan Vágner Boas Macedo,ST,SUB,79,79,20000000.0,20
21,2020-08-24,Netherlands,D. Dumfries,Denzel Justus Morris Dumfries,RB,RB,79,83,23500000.0,24
21,2020-08-24,Sweden,A. Isak,Alexander Isak,ST,SUB,79,86,35000000.0,20
21,2020-08-24,England,D. Rice,Declan Rice,"CDM, CM",CDM,79,86,33500000.0,21
21,2020-08-24,Scotland,S. McTominay,Scott McTominay,"CDM, CM",CM,79,84,24500000.0,23
21,2020-08-24,Uruguay,E. Guichón,Edgar Manuel Guichón,"LB, LM",SUB,79,79,,32
21,2020-08-24,Uruguay,R. Di Leonardo,Rafael Di Leonardo,"RB, RM",RB,79,79,,24
21,2020-08-24,Uruguay,E. Riquero,Enzo Martín Riquero,"CDM, CM, CAM",LCM,79,79,,32
21,2020-08-24,Uruguay,L. Sáreda,Leandro Miguel Sáreda,GK,SUB,79,79,,28
21,2020-08-24,Turkey,B. Yılmaz,Burak Yılmaz,ST,ST,78,78,7000000.0,34
21,2020-08-24,Portugal,José Fonte,José Miguel da Rocha Fonte,CB,SUB,78,78,2500000.0,36
21,2020-08-24,Mexico,A. Guardado,José Andrés Guardado Hernández,"CM, CDM, LM",LCM,78,78,8500000.0,33
21,2020-08-24,Mexico,J. Hernández,Javier Hernández Balcázar,ST,SUB,78,78,11500000.0,32
21,2020-08-24,Russia,Guilherme,Guilherme Alvim Marinato,GK,GK,78,78,2400000.0,34
21,2020-08-24,Mexico,L. Rodríguez,Luis Alfonso Rodríguez Alanís,RB,RB,78,78,12500000.0,29
21,2020-08-24,New Zealand,C. Wood,Christopher Grant Wood,ST,ST,78,78,14500000.0,28
21,2020-08-24,Republic of Ireland,E. Stevens,Enda Stevens,"LWB, LB",LB,78,78,12500000.0,29
21,2020-08-24,Switzerland,R. Rodríguez,Ricardo Iván Rodríguez Araya,LB,LWB,78,78,13500000.0,27
21,2020-08-24,Argentina,G. Pezzella,Germán Alejandro Pezzella,CB,RCB,78,78,12000000.0,29
21,2020-08-24,England,C. Wilson,Callum Wilson,ST,SUB,78,78,14500000.0,28
21,2020-08-24,Norway,J. Svensson,Jonas Svensson,RB,SUB,78,79,15000000.0,27
21,2020-08-24,Norway,F. Midtsjø,Fredrik Midtsjø,"CM, CDM",SUB,78,79,16500000.0,26
21,2020-08-24,England,R. Barkley,Ross Barkley,"CM, CAM",LCM,78,81,18000000.0,26
21,2020-08-24,Belgium,H. Vanaken,Hans Vanaken,"CAM, CM",SUB,78,79,16000000.0,27
21,2020-08-24,Belgium,N. Chadli,Nacer Chadli,LW,SUB,78,78,13500000.0,30
21,2020-08-24,Romania,C. Tătărușanu,Anton Ciprian Tătărușanu,GK,GK,78,78,2400000.0,34
21,2020-08-24,Switzerland,R. Freuler,Remo Marco Freuler,CM,SUB,78,78,14000000.0,28
21,2020-08-24,Czech Republic,J. Bořil,Jan Bořil,"LB, RB",LB,78,78,12500000.0,29
21,2020-08-24,Belgium,M. Batshuayi,Michy Batshuayi Tunga,ST,SUB,78,81,18500000.0,26
21,2020-08-24,Republic of Ireland,J. Egan,John Egan,CB,RCB,78,80,15000000.0,27
21,2020-08-24,Czech Republic,F. Novák,Filip Novák,LB,SUB,78,78,12000000.0,30
21,2020-08-24,Sweden,R. Olsen,Robin Patrick Olsen,GK,GK,78,78,9500000.0,30
21,2020-08-24,England,M. Keane,Michael Keane,CB,SUB,78,79,14000000.0,27
21,2020-08-24,Denmark,Y. Poulsen,Yussuf Yurary Poulsen,ST,RW,78,80,17500000.0,26
21,2020-08-24,Switzerland,F. Schär,Fabian Lukas Schär,CB,RCB,78,80,14000000.0,28
21,2020-08-24,Venezuela,D. Machís,Darwin Daniel Machís Marcano,"LM, ST",LM,78,78,15000000.0,27
21,2020-08-24,Switzerland,R. Steffen,Renato Steffen,RM,SUB,78,78,14000000.0,28
21,2020-08-24,Portugal,José Sá,José Pedro Malheiro de Sá,GK,SUB,78,80,13000000.0,27
21,2020-08-24,Belgium,L. Dendoncker,Leander Dendoncker,"CB, CM",SUB,78,83,18500000.0,25
21,2020-08-24,Russia,R. Zobnin,Roman Zobnin,"CDM, CM, LM",SUB,78,81,16500000.0,26
21,2020-08-24,Colombia,M. Uribe,Andrés Mateus Uribe Villa,"CM, CDM",RCM,78,78,13500000.0,29
21,2020-08-24,Colombia,Y. Mina,Yerry Fernando Mina González,CB,RCB,78,80,15500000.0,25
21,2020-08-24,China PR,Wu Lei,武磊,"ST, LM, RM",LW,78,78,14500000.0,28
21,2020-08-24,Switzerland,N. Elvedi,Nico Elvedi,CB,LCB,78,84,20000000.0,23
21,2020-08-24,Switzerland,B. Embolo,Breel-Donald Embolo,"ST, CAM",SUB,78,84,22500000.0,23
21,2020-08-24,Poland,K. Piątek,Krzysztof Piątek,ST,SUB,78,83,21000000.0,25
